,No. Pesanan,Status Pesanan,Nama Produk,Nama Variasi,Harga Setelah Diskon,Jumlah,Potongan Koin Shopee,Ongkos Kirim Dibayar oleh Pembeli,Total Pembayaran,Username (Pembeli),Kota/Kabupaten,Waktu Pembayaran,Pesanan Dibuat
993,2004239QEX26EJ,Selesai,Cat lukis,"Pink,80ml",Rp 17.000,1,67.0,Rp 0,Rp 116.433,deasintiadwi,KOTA BANDUNG,2020-04-23 16:47,2020-04-23 16:47
994,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
995,,,Cat lukis,"Violet,80ml",Rp 17.000,1,,,,,,,
996,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
997,,,Animal play,Fish,Rp 49.500,1,,,,,,,
998,200424AYFBAEVU,Selesai,Sort the,Waterbeads - ulat,Rp 68.500,1,0.0,Rp 0,Rp 93.500,sitilarissa,KOTA BANDUNG,2020-04-24 04:43,2020-04-24 04:43
999,,,Scooper scissors,,Rp 25.000,1,,,,,,,
1000,200424B4QRNCNY,Batal,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 10.000,Rp 59.500,khadeeja.modestwear,KOTA BEKASI,-,2020-04-24 06:17
1001,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1002,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
1003,200424BAU69U7X,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 0,Rp 82.500,fourevstef,KOTA JAKARTA UTARA,2020-04-24 08:06,2020-04-24 08:06
1004,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1005,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
1006,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
1007,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
1008,200424C281DSE2,Selesai,Instant snow,,Rp 6.000,1,0.0,Rp 12.000,Rp 79.000,yollamahandani,KOTA BANDUNG,2020-04-24 15:06,2020-04-24 15:05
1009,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
1010,200424CPCG17WG,Selesai,Instant snow,,Rp 6.000,3,0.0,Rp 0,Rp 129.000,reyrinfarahrani,KOTA TANGERANG SELATAN,2020-04-24 21:06,2020-04-24 21:05
1011,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
1012,,,Scooper scissors,,Rp 25.000,2,,,,,,,
1013,200424CQEUBA7S,Batal,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 0,Rp 86.000,nidyaindahutari,KOTA BEKASI,-,2020-04-24 21:25
1014,,,Scooper scissors,,Rp 25.000,1,,,,,,,
1015,200424CVJTHGYN,Selesai,Instant snow,,Rp 6.000,3,0.0,Rp 0,Rp 35.600,finarizki2010,KOTA TANGERANG,2020-04-24 22:57,2020-04-24 22:56
1016,,,Giant waterbeads,50 gram,Rp 8.800,2,,,,,,,
1017,200425DUP29R8T,Selesai,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 0,Rp 86.000,nidyaindahutari,KOTA BEKASI,2020-04-25 08:14,2020-04-25 08:13
1018,,,Scooper scissors,,Rp 25.000,1,,,,,,,
1019,200425EKRPTD9N,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 10.000,Rp 26.800,vinicia0181,KOTA JAKARTA PUSAT,2020-04-25 15:24,2020-04-25 15:24
1020,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
1021,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
1022,200425ETSB1A9Q,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 10.000,Rp 107.500,humairo_anwar,KOTA DEPOK,2020-04-25 17:30,2020-04-25 17:30
1023,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
1024,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
1025,,,Instant snow,,Rp 6.000,1,,,,,,,
1026,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
1027,,,Kanvas lukis,,Rp 13.500,1,,,,,,,
1028,200425EX344PM7,Selesai,Animal play,Fish,Rp 49.500,1,0.0,Rp 0,Rp 49.500,nurendahs,KAB. BOGOR,2020-04-25 18:29,2020-04-25 18:29
1029,200425F8UDTUXW,Selesai,Cat lukis,"Pink,20ml",Rp 5.800,1,0.0,Rp 0,Rp 47.900,faradillarahma8,KOTA JAKARTA SELATAN,2020-04-25 21:43,2020-04-25 21:41
1030,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
1031,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
1032,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
1033,,,Cat lukis,"Violet,20ml",Rp 5.800,1,,,,,,,
1034,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
1035,,,Kanvas lukis,,Rp 13.500,1,,,,,,,
1036,200426GFA9FHJE,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 17.000,Rp 84.245,chupauchup,KOTA JAKARTA UTARA,2020-04-26 09:10,2020-04-26 09:10
1037,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1038,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
1039,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
1040,200426GKHGEEJ4,Selesai,Instant snow,,Rp 6.000,6,0.0,Rp 0,Rp 103.100,karnaeni,KOTA JAKARTA UTARA,2020-04-26 10:25,2020-04-26 10:25
1041,,,Animal play,Fish,Rp 49.500,1,,,,,,,
1042,,,Giant waterbeads,50 gram,Rp 8.800,2,,,,,,,
1043,200426GRJWMQRR,Selesai,Sort the,Waterbeads - ulat,Rp 68.500,1,10.0,Rp 34.000,Rp 159.990,amandaompi,KOTA TANGERANG SELATAN,2020-04-26 11:56,2020-04-26 11:56
1044,,,Instant snow,,Rp 6.000,1,,,,,,,
1045,,,Animal play,Fish,Rp 49.500,1,,,,,,,
1046,,,Giant waterbeads,10 gram,Rp 2.000,1,,,,,,,
1047,200426H2D6BMP5,Selesai,Cat lukis,"Pink,20ml",Rp 5.800,1,10000.0,Rp 2.000,Rp 32.000,zuk21,KOTA BANDUNG,2020-04-26 14:51,2020-04-26 14:51
1048,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
1049,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
1050,,,Cat lukis,"Violet,20ml",Rp 5.800,1,,,,,,,
1051,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
1052,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
1053,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
1054,200426HV171E01,Selesai,Instant snow,,Rp 6.000,2,0.0,Rp 0,Rp 73.000,attya2992,KOTA BEKASI,2020-04-26 22:30,2020-04-26 22:30
1055,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
1056,200427J0PU73HF,Selesai,Instant snow,,Rp 6.000,2,0.0,Rp 0,Rp 68.000,riank.31,KOTA TANGERANG SELATAN,2020-04-26 23:54,2020-04-26 23:54
1057,,,Animal play,Fish,Rp 49.500,1,,,,,,,
1058,,,Giant waterbeads,10 gram,Rp 2.000,1,,,,,,,
1059,,,Giant waterbeads,25 gram,Rp 4.500,1,,,,,,,
1060,200427J72EDYU6,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 59.500,castle2016,KOTA SEMARANG,2020-04-27 01:48,2020-04-27 01:47
1061,200427JHRFW63N,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,6960.0,Rp 0,Rp 23.340,caniamithasari,KOTA CIMAHI,2020-04-27 05:00,2020-04-27 04:59
1062,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
1063,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
1064,,,Kanvas lukis,,Rp 13.500,1,,,,,,,
1065,200427JKDMWF2S,Selesai,Kanvas lukis,,Rp 13.500,2,80.0,Rp 0,Rp 26.920,apriyaniapri,KAB. BOGOR,2020-04-27 05:29,2020-04-27 05:28
1066,200427JM8MYMWG,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 17.000,Rp 115.203,babyharu,KOTA JAKARTA UTARA,2020-04-27 05:44,2020-04-27 05:44
1067,,,Busy jar,,Rp 37.000,1,,,,,,,
1068,200427JRUJXS2F,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 0,Rp 34.200,flourishop11ag,KOTA CILEGON,2020-04-27 07:06,2020-04-27 07:06
1069,,,Cat lukis,"Pink,20ml",Rp 5.800,1,,,,,,,
1070,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
1071,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
1072,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
1073,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
1074,200427JS7JAMC4,Selesai,Giant waterbeads,50 gram,Rp 8.800,1,0.0,Rp 0,Rp 8.800,erniii89,KOTA CILEGON,2020-04-27 07:13,2020-04-27 07:12
1075,200427JWE7YT27,Batal,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 10.000,Rp 125.961,meiyhh,KOTA JAKARTA BARAT,-,2020-04-27 08:28
1076,,,Cat lukis,"Pink,80ml",Rp 17.000,1,,,,,,,
1077,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1078,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
1079,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
1080,,,Kanvas lukis,,Rp 13.500,1,,,,,,,
1081,,,Giant waterbeads,50 gram,Rp 8.800,2,,,,,,,
1082,200427JWMS2DRS,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 0,Rp 115.811,meiyhh,KOTA JAKARTA BARAT,2020-04-27 08:33,2020-04-27 08:31
1083,,,Cat lukis,"Pink,80ml",Rp 17.000,1,,,,,,,
1084,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1085,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
1086,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
1087,,,Kanvas lukis,,Rp 13.500,1,,,,,,,
1088,,,Giant waterbeads,50 gram,Rp 8.800,2,,,,,,,
1089,200427JXPSKN7X,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 65.000,Rp 267.960,era_norvina,KAB. SAMBAS,2020-04-27 08:55,2020-04-27 08:50
1090,,,Cat lukis,"Merah,80ml",Rp 16.500,1,,,,,,,
1091,,,Cat lukis,"Pink,80ml",Rp 17.000,1,,,,,,,
1092,,,Cat lukis,"Orange,80ml",Rp 17.000,1,,,,,,,
1093,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1094,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
1095,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
1096,,,Cat lukis,"Violet,80ml",Rp 17.000,1,,,,,,,
1097,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
1098,,,Instant snow,,Rp 6.000,1,,,,,,,
1099,200427K5VKT4G9,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,8225.0,Rp 0,Rp 24.675,marulitas,KOTA JAKARTA SELATAN,2020-04-27 10:59,2020-04-27 10:59
1100,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
1101,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
1102,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
1103,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
1104,,,Giant waterbeads,25 gram,Rp 4.500,1,,,,,,,
1105,200427K8HTSH64,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 0,Rp 66.000,roos86,KOTA SURAKARTA (SOLO),2020-04-27 11:47,2020-04-27 11:47
1106,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1107,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
1108,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
1109,200427KDX6D4VH,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 3.000,Rp 128.200,sly.it,KOTA MALANG,2020-04-27 13:23,2020-04-27 13:23
1110,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
1111,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
1112,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
1113,,,Instant snow,,Rp 6.000,4,,,,,,,
1114,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
1115,,,Giant waterbeads,50 gram,Rp 8.800,2,,,,,,,
1116,200427KE9JNTEH,Batal,Sort the,Waterbeads - ulat,Rp 68.500,1,60.0,Rp 12.000,Rp 153.440,faranisya,KOTA BEKASI,-,2020-04-27 13:29
1117,,,Instant snow,,Rp 6.000,2,,,,,,,
1118,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
1119,200427KF1NF001,Selesai,Sort the,Waterbeads - ulat,Rp 68.500,1,60.0,Rp 12.000,Rp 153.440,faranisya,KOTA BEKASI,2020-04-27 13:43,2020-04-27 13:43
1120,,,Instant snow,,Rp 6.000,2,,,,,,,
1121,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
1122,200427KG8JKB8T,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,638.0,Rp 0,Rp 48.862,rahmihaha,KOTA JAKARTA TIMUR,2020-04-27 14:05,2020-04-27 14:05
1123,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1124,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
1125,200427KUM61CHV,Selesai,Giant waterbeads,50 gram,Rp 8.800,5,0.0,Rp 0,Rp 44.000,desychrisnadewi,KOTA JAKARTA BARAT,2020-04-27 17:28,2020-04-27 17:28
1126,200427M32XP3WJ,Selesai,Giant waterbeads,50 gram,Rp 8.800,1,0.0,Rp 0,Rp 8.800,b_marsella,KOTA JAKARTA UTARA,2020-04-27 19:42,2020-04-27 19:41
1127,200427M90WMM3U,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 0,Rp 28.800,dahliatamba,KOTA BANDUNG,2020-04-27 21:28,2020-04-27 21:28
1128,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
1129,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
1130,,,Instant snow,,Rp 6.000,2,,,,,,,
1131,200427M9EJNW12,Selesai,Giant waterbeads,50 gram,Rp 8.800,1,0.0,Rp 0,Rp 8.800,verry.susanto,KAB. TANGERANG,2020-04-27 21:35,2020-04-27 21:35
1132,200427MDTGJXDM,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,1217.0,Rp 5.000,Rp 38.183,agustinlita,KOTA PALEMBANG,2020-04-27 22:54,2020-04-27 22:54
1133,,,Cat lukis,"Pink,20ml",Rp 5.800,1,,,,,,,
1134,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
1135,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
1136,,,Cat lukis,"Violet,20ml",Rp 5.800,1,,,,,,,
1137,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
1138,200428MHDEKSM6,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 0,Rp 34.000,larasariandira,KOTA JAKARTA TIMUR,2020-04-27 23:58,2020-04-27 23:58
1139,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
1140,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
1141,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
1142,,,Cat lukis,"Putih,20ml",Rp 5.600,1,,,,,,,
1143,,,Instant snow,,Rp 6.000,1,,,,,,,
1144,200428N1BCC528,Batal,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 0,Rp 40.000,dewirahma96,KAB. TANGERANG,-,2020-04-28 04:43
1145,,,Cat lukis,"Pink,20ml",Rp 5.800,1,,,,,,,
1146,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
1147,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
1148,,,Cat lukis,"Hijau,20ml",Rp 5.800,2,,,,,,,
1149,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
1150,200428N1F4T39P,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 0,Rp 40.000,dewirahma96,KAB. TANGERANG,2020-04-28 04:45,2020-04-28 04:45
1151,,,Cat lukis,"Pink,20ml",Rp 5.800,1,,,,,,,
1152,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
1153,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
1154,,,Cat lukis,"Hijau,20ml",Rp 5.800,2,,,,,,,
1155,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
1156,200428NC8AUJSY,Batal,Kanvas lukis,,Rp 13.500,3,0.0,Rp 20.000,Rp 61.408,asheraarifin,KOTA JAKARTA SELATAN,-,2020-04-28 07:58
1157,200428NKXA4DA1,Selesai,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 10.000,Rp 71.000,deanwanabe,KOTA JAKARTA SELATAN,2020-04-28 10:16,2020-04-28 10:16
1158,200428NWCEY636,Selesai,Sort the,Waterbeads - ulat,Rp 68.500,1,0.0,Rp 10.000,Rp 159.900,al1tya,KOTA JAKARTA SELATAN,2020-04-28 13:06,2020-04-28 13:05
1159,,,Instant snow,,Rp 6.000,3,,,,,,,
1160,,,Giant waterbeads,50 gram,Rp 8.800,3,,,,,,,
1161,,,Busy jar,,Rp 37.000,1,,,,,,,
1162,200428NXR4WA3P,Selesai,Animal play,Fish,Rp 49.500,1,0.0,Rp 0,Rp 110.500,rahmad_999,KOTA JAKARTA SELATAN,2020-04-28 13:30,2020-04-28 13:29
1163,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
1164,200428P4MFCMYB,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 0,Rp 82.500,aditadita,KOTA BANDUNG,2020-04-28 15:15,2020-04-28 15:14
1165,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1166,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
1167,,,Cat lukis,"Putih,80ml",Rp 16.500,1,,,,,,,
1168,,,Cat lukis,"Coklat,80ml",Rp 16.500,1,,,,,,,
1169,200428P8J4EDY8,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 0,Rp 137.200,dimastriindarto,KOTA MATARAM,2020-04-28 16:30,2020-04-28 16:25
1170,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1171,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
1172,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
1173,,,Instant snow,,Rp 6.000,6,,,,,,,
1174,,,Giant waterbeads,50 gram,Rp 8.800,4,,,,,,,
1175,200428PTJ8XQG6,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 17.000,Rp 99.500,liyunnlin,KOTA MEDAN,2020-04-28 21:47,2020-04-28 21:47
1176,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1177,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
1178,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
1179,,,Cat lukis,"Hitam,80ml",Rp 16.500,1,,,,,,,
1180,200429PYUDRYFK,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 10.000,Rp 107.600,dewinurazizahsy,KAB. KUNINGAN,2020-04-28 23:22,2020-04-28 23:22
1181,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
1182,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
1183,,,Kanvas lukis,,Rp 12.300,1,,,,,,,
1184,,,Sort the,Waterbeads - ulat,Rp 68.500,1,,,,,,,
1185,200429R1EH053B,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 0,Rp 128.200,prayas,KAB. GIANYAR,2020-04-29 09:23,2020-04-29 09:23
1186,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
1187,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
1188,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
1189,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
1190,,,Instant snow,,Rp 6.000,5,,,,,,,
1191,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
1192,,,Giant waterbeads,50 gram,Rp 8.800,1,,,,,,,
1193,200429RC0M5274,Selesai,Instant snow,,Rp 6.000,2,0.0,Rp 20.000,Rp 110.600,ziobabyshop,KOTA JAKARTA TIMUR,2020-04-29 12:34,2020-04-29 12:32
1194,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
1195,,,Giant waterbeads,50 gram,Rp 8.800,2,,,,,,,
1196,200429RQ3HG0T9,Selesai,Instant snow,,Rp 6.000,9,10575.0,Rp 0,Rp 43.425,littlebabygee,KAB. TANGERANG,2020-04-29 15:51,2020-04-29 15:50
1197,200430TF1F1XE2,Selesai,Deli washable,,Rp 59.500,1,356.0,Rp 0,Rp 246.444,elicee,KOTA JAKARTA BARAT,2020-04-30 08:31,2020-04-30 08:31
1198,,,Instant snow,,Rp 6.000,4,,,,,,,
1199,,,Animal play,Fish,Rp 49.500,1,,,,,,,
1200,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
1201,,,Giant waterbeads,50 gram,Rp 8.800,6,,,,,,,
1202,200430TP3ADEKR,Selesai,Instant snow,,Rp 6.000,3,0.0,Rp 2.000,Rp 100.500,diankirana14,KAB. BANDUNG,2020-04-30 10:38,2020-04-30 10:38
1203,,,Animal play,Dino,Rp 53.500,1,,,,,,,
1204,,,Kanvas lukis,,Rp 13.500,2,,,,,,,
1205,200430TSB6TT5A,Selesai,Kanvas lukis,,Rp 13.500,5,0.0,Rp 17.000,Rp 84.500,shayen11,KOTA JAKARTA TIMUR,2020-04-30 11:36,2020-04-30 11:36
1206,200430TTD8EU7Q,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 128.000,spuj14t1,KOTA MEDAN,2020-04-30 11:55,2020-04-30 11:55
1207,,,Sort the,Waterbeads - ulat,Rp 68.500,1,,,,,,,
1208,200430U2EWKG17,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 28.000,Rp 221.300,putri_aprilia_,KOTA BANJAR,2020-04-30 14:19,2020-04-30 14:19
1209,,,Cat lukis,"Merah,20ml",Rp 5.600,1,,,,,,,
1210,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
1211,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
1212,,,Instant snow,,Rp 6.000,5,,,,,,,
1213,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
1214,,,Kanvas lukis,,Rp 17.000,1,,,,,,,
1215,,,Giant waterbeads,50 gram,Rp 8.800,1,,,,,,,
1216,200430U2G8PQQH,Selesai,Instant snow,,Rp 6.000,2,0.0,Rp 0,Rp 61.500,sally.shops,KOTA JAKARTA UTARA,2020-04-30 14:20,2020-04-30 14:20
1217,,,Animal play,Fish,Rp 49.500,1,,,,,,,
1218,200430U2GUMDP1,Selesai,Giant waterbeads,50 gram,Rp 8.800,2,0.0,Rp 17.000,Rp 34.600,makaronichoii,KOTA JAKARTA UTARA,2020-04-30 14:20,2020-04-30 14:20
1219,200430UUA6NS5R,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 11.000,Rp 100.400,nandikaforwork,KAB. BANYUWANGI,2020-04-30 21:44,2020-04-30 21:44
1220,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1221,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
1222,,,Kanvas lukis,,Rp 13.500,1,,,,,,,
1223,,,Giant waterbeads,50 gram,Rp 8.800,3,,,,,,,
1224,200501V6W2R32T,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,6,7704.0,Rp 10.000,Rp 143.496,echysarah,KAB. BOGOR,2020-05-01 01:11,2020-05-01 01:11
1225,,,Cat lukis,"Kuning,20ml",Rp 5.600,6,,,,,,,
1226,,,Cat lukis,"Biru,20ml",Rp 5.600,6,,,,,,,
1227,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
1228,,,Cat lukis,"Hijau,20ml",Rp 5.800,6,,,,,,,
1229,20050100C583HJ,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,7685.0,Rp 0,Rp 58.315,nala.clothing,KOTA JAKARTA SELATAN,2020-05-01 09:46,2020-05-01 09:46
1230,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1231,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
1232,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
1233,20050102KU70U4,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 0,Rp 89.600,lennyyul,KOTA JAKARTA UTARA,2020-05-01 10:30,2020-05-01 10:26
1234,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
1235,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
1236,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
1237,,,Instant snow,,Rp 6.000,1,,,,,,,
1238,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
1239,20050103ETFDV3,Selesai,Cat lukis,"Orange,20ml",Rp 5.800,1,1054.0,Rp 20.000,Rp 92.107,mashi1335,KOTA JAKARTA BARAT,2020-05-01 10:42,2020-05-01 10:41
1240,,,Cat lukis,"Merah,80ml",Rp 16.500,1,,,,,,,
1241,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1242,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
1243,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
1244,2005010AK0A03F,Selesai,Cat lukis,"Violet,20ml",Rp 5.800,1,28311.0,Rp 24.000,Rp 145.989,angeliyatanadyy,KOTA MEDAN,2020-05-01 12:50,2020-05-01 12:49
1245,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
1246,,,Cat lukis,"Merah,80ml",Rp 16.500,1,,,,,,,
1247,,,Cat lukis,"Orange,80ml",Rp 17.000,1,,,,,,,
1248,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
1249,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
1250,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
1251,,,Cat lukis,"Putih,20ml",Rp 5.600,1,,,,,,,
1252,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
